,NG1 Comdty Position,HO1 Comdty Position,QS1 Comdty Position,GC1 Comdty Position,SI1 Comdty Position,HG1 Comdty Position,LMCADS03 Comdty Position,LMAHDS03 Comdty Position,LMZSDS03 Comdty Position,LMSNDS03 Comdty Position,C 1 Comdty Position,W 1 Comdty Position,O 1 Comdty Position,S 1 Comdty Position,SM1 Comdty Position
1779,-1,1,1,1,-1,1,0,-1,-1,0,0,0,0,1,0
1780,-1,1,1,1,-1,1,0,-1,-1,0,0,0,0,1,0
1781,-1,1,1,0,-1,1,1,-1,-1,0,0,0,0,1,0
1782,-1,1,1,0,-1,1,0,-1,-1,0,0,0,0,1,1
1783,-1,1,0,0,-1,1,1,-1,-1,0,0,0,0,1,1
1784,-1,0,0,1,-1,1,1,-1,-1,0,0,0,0,1,1
1785,-1,0,0,1,-1,1,1,-1,-1,0,0,0,0,1,1
1786,-1,0,0,1,-1,1,1,-1,-1,0,0,0,0,1,1
1787,-1,0,0,1,-1,1,1,-1,-1,0,0,0,0,1,1
1788,-1,0,0,1,-1,1,1,-1,-1,0,0,0,0,1,1
1789,-1,0,0,1,-1,1,1,-1,-1,0,0,0,0,1,1
1790,-1,0,0,1,-1,1,1,-1,-1,0,0,0,0,1,1
1791,-1,0,0,1,-1,1,1,-1,-1,0,0,0,0,1,1
1792,-1,0,0,1,-1,1,1,-1,-1,0,0,0,0,1,1
1793,-1,0,0,1,-1,1,1,-1,-1,0,0,0,0,1,1
1794,-1,0,0,1,-1,1,1,-1,-1,0,0,0,0,1,1
1795,-1,0,0,1,-1,1,1,-1,-1,0,0,0,0,1,1
1796,-1,0,0,1,-1,1,1,0,-1,0,-1,0,0,1,1
1797,-1,0,0,1,-1,1,1,-1,0,0,-1,0,0,1,1
1798,-1,0,0,1,-1,1,1,-1,0,0,-1,0,0,1,1
1799,-1,0,0,1,-1,1,1,-1,0,0,-1,0,0,1,1
1800,-1,0,0,1,-1,1,1,-1,0,0,-1,0,0,1,1
1801,-1,0,0,1,-1,1,1,-1,0,0,-1,0,0,1,1
1802,-1,0,0,1,-1,1,1,-1,0,0,-1,0,0,1,1
1803,-1,0,0,1,-1,1,1,-1,0,0,-1,0,0,1,1
1804,-1,0,0,1,-1,1,1,-1,0,0,-1,0,0,1,1
1805,-1,0,0,1,-1,1,1,-1,0,0,-1,0,0,1,1
1806,-1,0,0,1,-1,1,1,-1,0,0,-1,0,0,1,1
1807,-1,0,0,1,-1,1,1,-1,0,0,-1,0,0,1,1
1808,-1,0,0,1,-1,1,1,-1,0,0,-1,0,0,1,1
1809,-1,0,-1,1,-1,1,1,0,0,0,-1,0,0,1,1
1810,-1,0,-1,1,-1,1,1,0,0,0,-1,0,0,1,1
1811,-1,0,-1,1,-1,1,1,0,0,0,-1,0,0,1,1
1812,-1,0,-1,1,-1,1,1,0,0,0,-1,0,0,1,1
1813,-1,0,-1,1,-1,1,1,0,0,0,-1,0,0,1,1
1814,-1,0,0,1,-1,1,1,-1,0,0,-1,0,0,1,1
1815,-1,0,0,1,-1,1,1,-1,0,0,-1,0,0,1,1
1816,-1,0,0,1,-1,1,1,-1,0,0,-1,0,1,0,1
1817,-1,0,0,1,-1,1,1,-1,0,0,-1,0,1,0,1
1818,-1,0,0,1,-1,1,1,-1,0,0,-1,0,1,0,1
1819,-1,0,0,1,-1,1,1,-1,0,0,-1,0,1,0,1
1820,-1,0,0,1,-1,1,1,-1,1,0,-1,0,1,0,0
1821,-1,0,0,1,-1,1,1,-1,1,0,-1,0,1,0,0
1822,-1,0,0,1,-1,1,1,-1,1,0,-1,0,1,0,0
1823,-1,0,0,1,-1,1,1,-1,1,0,-1,0,1,0,0
1824,-1,0,0,1,-1,1,1,-1,1,0,-1,0,1,0,0
1825,-1,0,0,1,-1,1,1,-1,1,-1,0,0,1,0,0
1826,-1,0,0,1,-1,1,1,-1,1,-1,0,0,1,0,0
1827,-1,0,0,1,-1,1,1,-1,1,-1,0,0,1,0,0
1828,-1,0,0,1,-1,1,1,-1,1,-1,0,0,1,0,0
1829,-1,0,0,1,-1,1,1,-1,1,-1,0,0,1,0,0
1830,-1,0,0,1,-1,1,1,-1,1,-1,0,0,1,0,0
1831,-1,0,0,1,-1,1,1,-1,1,-1,0,0,1,0,0
1832,-1,0,0,1,-1,1,1,-1,1,-1,0,0,1,0,0
1833,-1,0,0,1,-1,1,1,0,1,-1,-1,0,0,0,1
1834,-1,0,0,1,-1,1,1,0,1,-1,-1,0,0,0,1
1835,-1,0,0,1,-1,1,1,-1,1,-1,0,0,0,0,1
1836,-1,0,0,1,-1,1,1,0,1,-1,-1,0,0,0,1
1837,-1,0,0,1,-1,1,1,0,1,-1,-1,0,0,0,1
1838,-1,0,0,1,-1,1,1,0,1,-1,-1,0,0,0,1
1839,-1,0,0,1,-1,1,1,0,1,-1,-1,0,0,0,1
1840,-1,0,0,1,-1,1,1,0,1,-1,-1,0,0,0,1
1841,-1,0,0,1,-1,1,1,0,1,-1,-1,0,0,0,1
1842,-1,0,0,1,-1,1,1,0,1,-1,-1,0,0,0,1
1843,-1,0,0,1,-1,1,1,0,1,-1,-1,0,0,0,1
1844,-1,0,0,1,-1,1,1,0,1,-1,-1,0,0,0,1
1845,-1,0,0,1,-1,1,1,0,1,-1,-1,0,0,0,1
1846,0,0,0,1,-1,1,1,-1,1,-1,-1,0,0,0,1
1847,0,0,0,1,-1,1,1,-1,1,-1,-1,0,0,0,1
1848,0,0,0,1,-1,1,1,-1,1,-1,-1,0,0,0,1
1849,0,0,0,1,-1,1,1,-1,1,-1,-1,0,0,0,1
1850,0,0,0,1,-1,1,1,-1,1,-1,-1,0,0,0,1
1851,0,0,0,1,-1,1,1,-1,1,-1,-1,0,0,0,1
1852,0,0,0,1,-1,1,1,-1,1,-1,-1,0,0,0,1
1853,0,0,0,1,-1,1,1,-1,1,-1,-1,0,0,0,1
1854,0,0,0,1,-1,1,1,-1,1,-1,-1,0,0,0,1
1855,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1856,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1857,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1858,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1859,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1860,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1861,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1862,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1863,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1864,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1865,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1866,0,1,1,0,-1,1,1,-1,0,-1,-1,0,0,0,1
1867,0,1,1,0,-1,1,1,-1,0,-1,-1,0,0,0,1
1868,0,1,1,0,-1,1,1,-1,0,-1,-1,0,0,0,1
1869,0,1,1,0,-1,1,1,-1,0,-1,-1,0,0,0,1
1870,0,1,1,0,-1,1,1,-1,0,-1,-1,0,0,0,1
1871,0,1,1,0,-1,1,1,-1,0,-1,-1,0,0,0,1
1872,0,1,1,0,-1,1,1,-1,0,-1,-1,0,0,0,1
1873,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1874,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1875,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1876,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1877,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1878,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1879,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1880,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1881,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1882,0,0,1,0,-1,1,1,-1,1,-1,-1,0,0,0,1
1883,-1,0,1,0,-1,1,1,0,1,-1,-1,0,0,0,1
1884,-1,0,1,0,-1,1,1,0,1,-1,-1,0,0,0,1
1885,-1,0,1,0,-1,1,1,0,1,-1,-1,0,0,0,1
1886,-1,0,1,0,-1,1,1,0,1,-1,-1,0,0,0,1
1887,0,0,1,-1,-1,1,1,0,1,-1,-1,0,0,0,1
1888,0,0,1,-1,-1,1,1,0,1,-1,-1,0,0,0,1
1889,0,0,1,-1,-1,1,1,0,1,-1,-1,0,0,0,1
1890,0,0,1,-1,-1,1,1,0,1,-1,-1,0,0,0,1
1891,0,0,1,-1,-1,1,1,0,1,-1,-1,0,0,0,1
1892,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1893,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1894,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1895,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1896,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1897,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1898,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1899,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1900,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1901,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1902,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1903,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1904,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1905,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1906,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1907,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1908,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1909,0,1,1,-1,-1,1,0,0,1,-1,-1,0,0,0,1
1910,-1,1,1,0,-1,1,0,0,1,-1,-1,0,0,0,1
1911,-1,1,1,0,-1,1,1,0,0,-1,-1,0,0,0,1
1912,-1,1,1,0,-1,1,1,0,0,-1,-1,0,0,0,1
1913,-1,1,1,0,-1,1,1,0,0,-1,-1,0,0,0,1
1914,-1,1,1,0,-1,1,1,0,0,-1,-1,0,0,0,1
1915,-1,1,1,-1,-1,1,0,0,0,-1,0,0,1,0,1
1916,-1,1,1,-1,-1,1,0,0,0,-1,0,0,1,0,1
1917,-1,1,1,-1,-1,1,0,0,0,-1,0,0,1,0,1
1918,-1,1,1,-1,-1,1,0,0,0,-1,0,0,1,0,1
1919,-1,1,1,-1,-1,1,0,0,0,-1,0,0,1,0,1
1920,-1,1,1,-1,-1,1,0,0,0,-1,0,0,1,0,1
1921,-1,1,1,-1,-1,1,0,0,0,-1,0,0,1,0,1
1922,-1,1,1,-1,-1,1,0,0,0,-1,0,0,1,0,1
1923,-1,1,1,-1,-1,1,0,0,0,-1,0,0,1,0,1
1924,-1,1,1,-1,-1,1,0,0,0,-1,0,0,1,0,1
1925,-1,1,1,-1,-1,1,0,0,0,-1,0,0,1,0,1
1926,-1,1,1,-1,-1,0,0,0,0,-1,0,1,1,0,1
1927,-1,1,1,-1,-1,0,0,0,0,-1,0,1,1,0,1
1928,-1,1,1,-1,-1,0,0,0,0,-1,0,1,1,0,1
1929,-1,1,1,-1,-1,0,0,0,0,-1,0,1,1,0,1
1930,-1,1,1,-1,-1,0,0,0,0,-1,0,1,1,0,1
1931,-1,1,1,-1,-1,0,0,0,0,-1,0,1,1,0,1
1932,-1,1,1,-1,-1,0,0,0,0,-1,0,1,1,0,1
1933,-1,1,1,-1,-1,0,0,0,0,-1,0,1,1,0,1
1934,-1,1,1,-1,-1,0,0,0,0,-1,0,1,1,0,1
1935,-1,1,1,-1,-1,0,0,0,0,-1,0,1,1,0,1
1936,0,1,1,-1,-1,0,0,0,0,-1,-1,1,1,0,1
1937,0,1,1,-1,-1,0,0,0,0,-1,-1,1,1,0,1
1938,0,1,1,-1,-1,0,0,0,0,-1,-1,1,1,0,1
1939,0,1,1,-1,-1,0,0,0,0,-1,-1,1,1,0,1
1940,0,1,1,-1,-1,0,0,0,0,-1,-1,1,1,0,1
1941,0,1,1,-1,-1,0,0,0,0,-1,-1,1,1,0,1
1942,0,1,1,-1,-1,0,0,0,0,-1,-1,1,1,0,1
1943,0,1,1,-1,-1,0,0,0,0,-1,-1,1,1,0,1
1944,0,1,1,-1,-1,0,0,0,1,-1,0,0,1,-1,1
1945,0,1,1,-1,-1,0,0,0,1,-1,0,0,1,-1,1
1946,0,1,1,-1,-1,0,0,0,1,-1,0,0,1,-1,1
1947,1,1,1,-1,-1,0,0,0,0,-1,0,0,1,-1,1
1948,0,1,1,-1,-1,1,0,0,0,-1,0,0,1,-1,1
1949,0,1,1,-1,-1,1,0,0,0,-1,0,0,1,-1,1
1950,0,1,1,-1,-1,1,0,0,0,-1,0,0,1,-1,1
1951,0,1,1,-1,-1,1,0,0,0,-1,0,0,1,-1,1
1952,0,1,1,-1,-1,1,0,0,0,-1,0,0,1,-1,1
1953,1,1,1,-1,-1,0,0,0,0,-1,0,0,1,-1,1
1954,1,1,1,-1,-1,0,0,0,0,-1,0,0,1,-1,1
1955,1,1,1,-1,-1,0,0,0,0,-1,0,0,1,-1,1
1956,1,1,1,-1,-1,0,0,0,0,-1,0,0,1,-1,1
1957,1,1,1,-1,-1,0,0,0,0,-1,-1,0,1,0,1
1958,1,1,1,-1,-1,0,0,0,0,-1,-1,0,1,0,1
1959,1,1,1,-1,-1,0,0,0,0,-1,-1,0,1,0,1
1960,1,1,1,-1,-1,0,0,0,0,-1,-1,0,1,0,1
1961,1,1,1,-1,-1,0,0,0,0,-1,-1,0,1,0,1
1962,1,1,1,-1,-1,0,0,0,0,-1,-1,0,1,0,1
1963,1,1,1,-1,-1,0,0,0,0,-1,-1,0,1,0,1
1964,0,1,1,-1,-1,0,0,0,0,-1,-1,1,1,0,1
1965,0,1,1,-1,-1,0,0,0,0,-1,-1,1,1,0,1
1966,0,1,1,-1,-1,0,0,0,0,-1,-1,1,1,0,1
1967,0,1,1,-1,-1,0,0,0,0,-1,-1,1,1,0,1
1968,0,1,1,-1,-1,0,0,0,0,-1,-1,1,1,0,1
1969,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1970,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1971,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1972,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1973,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1974,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1975,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1976,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1977,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1978,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1979,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1980,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1981,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1982,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1983,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1984,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1985,0,1,1,-1,-1,0,0,1,0,-1,0,1,1,-1,0
1986,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1987,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1988,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1989,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1990,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1991,0,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,1
1992,1,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,0
1993,1,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,0
1994,1,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,0
1995,1,1,1,-1,-1,0,0,0,0,-1,0,1,1,-1,0
1996,1,1,1,-1,-1,0,0,0,-1,-1,0,1,1,0,0
1997,1,1,1,-1,-1,0,0,0,-1,-1,0,1,1,0,0
1998,1,1,1,-1,-1,0,0,0,-1,-1,0,1,1,0,0
1999,1,1,1,-1,-1,0,0,0,-1,-1,0,1,1,0,0
2000,1,1,1,-1,-1,0,0,0,-1,-1,0,1,1,0,0
2001,1,1,1,-1,-1,0,0,0,-1,-1,0,1,1,0,0
2002,1,1,1,-1,-1,0,0,0,-1,-1,0,1,1,0,0
2003,1,1,1,-1,-1,0,0,0,-1,-1,0,0,1,0,1
2004,1,1,1,-1,-1,0,0,0,-1,-1,0,0,1,0,1
2005,1,1,1,-1,-1,0,0,0,-1,-1,0,0,1,0,1
2006,1,1,1,-1,-1,0,0,0,-1,-1,0,0,1,0,1
2007,1,1,1,-1,-1,0,0,0,-1,-1,0,0,1,0,1
2008,1,1,1,-1,-1,0,0,0,-1,-1,0,0,1,0,1
2009,1,1,1,-1,-1,0,0,0,-1,-1,0,0,1,0,1
2010,1,1,1,-1,-1,0,0,0,-1,-1,0,0,1,0,1
2011,1,1,1,-1,-1,0,0,0,-1,-1,0,0,1,0,1
2012,1,1,1,-1,-1,0,0,0,-1,-1,0,0,1,0,1
2013,1,1,1,-1,-1,0,0,0,-1,-1,0,0,1,0,1
2014,1,1,1,-1,0,-1,0,0,-1,-1,0,0,1,0,1
2015,1,1,1,-1,0,0,0,-1,-1,-1,0,0,1,0,1
2016,1,1,1,-1,0,0,0,-1,-1,-1,0,0,1,0,1
2017,1,1,1,-1,0,0,0,-1,-1,-1,0,0,1,0,1
2018,1,1,1,-1,0,0,0,-1,-1,-1,0,0,1,0,1
2019,1,1,1,-1,0,0,0,-1,-1,-1,0,0,1,0,1
2020,1,0,1,-1,0,0,0,-1,-1,-1,1,0,1,0,1
2021,1,0,1,-1,0,0,0,-1,-1,-1,1,0,1,0,1
2022,1,0,1,-1,0,-1,0,-1,0,-1,1,0,1,0,1
2023,1,0,1,-1,0,-1,0,-1,0,-1,1,0,1,0,1
2024,1,0,1,-1,0,-1,0,-1,0,-1,1,0,1,0,1
2025,1,0,0,-1,0,-1,0,-1,0,-1,1,1,1,0,1
2026,1,0,0,-1,0,-1,0,-1,0,-1,1,1,1,0,1
2027,1,0,0,-1,0,-1,0,-1,0,-1,1,1,1,0,1
2028,1,0,0,-1,0,-1,0,-1,0,-1,1,1,1,0,1
2029,1,0,0,-1,0,-1,0,-1,0,-1,1,1,1,0,1
2030,0,0,0,-1,0,-1,0,-1,0,-1,1,1,1,1,1
2031,0,0,0,-1,0,-1,0,-1,0,-1,1,1,1,1,1
2032,0,0,0,-1,0,-1,-1,0,0,-1,1,1,1,1,1
2033,0,0,0,-1,0,-1,-1,0,0,-1,1,1,1,1,1
2034,0,0,0,-1,0,-1,-1,0,0,-1,1,1,1,1,1
2035,0,0,0,-1,0,-1,-1,0,0,-1,1,1,1,1,1
2036,0,0,0,-1,0,-1,-1,0,0,-1,1,1,1,1,1
2037,0,0,0,-1,0,-1,-1,0,0,-1,1,1,1,1,1
2038,0,0,0,-1,0,-1,-1,0,0,-1,1,1,1,1,1
2039,0,0,0,-1,0,-1,-1,0,0,-1,1,1,1,1,1
2040,-1,0,0,-1,0,-1,0,0,0,-1,1,1,1,1,1
2041,-1,0,0,-1,0,-1,0,0,0,-1,1,1,1,1,1
2042,-1,0,0,-1,0,-1,0,0,0,-1,1,1,1,1,1
2043,-1,0,0,-1,1,-1,0,0,0,-1,1,0,1,1,1
2044,-1,0,0,-1,1,-1,0,0,0,-1,1,0,1,1,1
2045,-1,0,0,-1,1,-1,0,0,0,-1,1,0,1,1,1
2046,-1,0,0,-1,1,-1,0,0,0,-1,1,0,1,1,1
2047,-1,0,0,-1,1,-1,0,0,0,-1,1,0,1,1,1
2048,-1,0,0,-1,1,-1,0,0,0,-1,1,0,1,1,1
2049,-1,0,0,-1,1,0,0,0,0,-1,1,-1,1,1,1
2050,-1,0,0,-1,1,0,0,0,0,-1,1,-1,1,1,1
2051,-1,0,0,-1,1,0,0,0,0,-1,1,-1,1,1,1
2052,-1,0,0,-1,1,0,0,0,0,-1,1,-1,1,1,1
2053,-1,0,0,-1,1,0,0,0,0,-1,1,-1,1,1,1
2054,-1,0,0,-1,1,0,0,0,0,-1,1,-1,1,1,1
2055,-1,0,0,-1,1,0,0,0,0,-1,1,-1,1,1,1
2056,-1,0,0,-1,1,0,0,0,1,-1,0,-1,1,1,1
2057,-1,0,1,-1,1,0,0,0,1,-1,0,-1,0,1,1
2058,-1,0,1,-1,1,0,0,0,1,-1,0,-1,0,1,1
2059,-1,0,1,-1,1,0,0,0,1,-1,0,-1,0,1,1
2060,-1,0,1,-1,1,0,0,0,1,-1,0,-1,0,1,1
2061,-1,0,1,-1,1,0,0,0,1,-1,0,-1,0,1,1
2062,-1,0,1,-1,1,0,0,0,1,-1,0,-1,0,1,1
2063,-1,0,1,-1,1,0,0,0,1,-1,0,-1,0,1,1
2064,-1,0,1,-1,1,0,0,0,0,-1,0,-1,1,1,1
2065,-1,0,1,-1,1,0,0,0,0,-1,0,-1,1,1,1
2066,-1,0,1,-1,1,0,0,0,0,-1,0,-1,1,1,1
2067,-1,0,1,-1,1,0,0,0,0,-1,0,-1,1,1,1
2068,-1,0,1,-1,1,0,0,0,0,-1,0,-1,1,1,1
2069,-1,0,1,-1,1,0,0,0,0,-1,0,-1,1,1,1
2070,-1,0,1,-1,1,0,0,0,0,-1,0,-1,1,1,1
2071,-1,0,1,-1,1,0,0,0,0,-1,0,-1,1,1,1
2072,-1,1,1,-1,1,0,0,0,0,-1,0,-1,1,0,1
2073,-1,1,1,-1,1,0,0,0,0,-1,0,-1,1,0,1
2074,-1,1,1,-1,1,0,0,0,0,-1,0,-1,1,0,1
2075,-1,1,1,-1,1,0,0,0,0,-1,0,-1,1,0,1
2076,-1,1,1,-1,1,0,0,0,0,-1,0,-1,1,0,1
2077,-1,1,1,-1,1,0,0,0,0,-1,0,-1,1,0,1
2078,-1,1,1,-1,1,0,0,0,0,-1,0,-1,1,0,1
2079,-1,1,1,-1,1,0,0,0,0,-1,0,-1,1,0,1
2080,-1,1,1,-1,1,0,0,0,0,-1,0,-1,1,0,1
2081,-1,1,1,-1,1,0,0,0,0,-1,0,-1,1,0,1
2082,-1,1,1,-1,1,0,0,0,0,-1,0,-1,1,0,1
2083,-1,1,1,-1,1,0,0,0,0,-1,0,-1,1,0,1
2084,-1,1,1,-1,1,0,0,0,0,-1,0,-1,1,0,1
2085,-1,1,1,-1,1,0,0,0,0,-1,0,-1,1,0,1
2086,-1,1,1,-1,1,0,0,0,0,-1,1,-1,1,0,0
2087,-1,1,1,-1,1,1,0,0,0,-1,0,-1,1,0,0
2088,0,1,1,-1,1,1,0,0,-1,-1,0,-1,1,0,0
2089,0,1,1,-1,1,1,0,0,-1,-1,0,-1,1,0,0
2090,0,1,1,-1,1,1,0,0,-1,-1,0,0,1,-1,0
2091,0,1,1,-1,1,1,0,0,-1,-1,0,0,1,-1,0
2092,0,1,1,-1,1,1,0,0,-1,-1,0,0,1,-1,0
2093,0,1,1,-1,1,1,0,0,-1,-1,0,0,1,-1,0
2094,0,1,1,-1,1,1,0,0,-1,-1,0,0,1,-1,0
2095,0,1,1,-1,1,1,0,0,-1,-1,0,0,1,-1,0
2096,0,1,1,-1,1,1,0,0,-1,-1,0,-1,1,0,0
2097,0,1,1,-1,1,1,0,0,-1,-1,0,-1,1,0,0
2098,0,1,1,-1,1,1,0,0,-1,-1,0,-1,1,0,0
2099,0,1,1,-1,1,1,0,0,-1,-1,0,-1,1,0,0
2100,0,1,1,-1,1,1,0,0,-1,-1,0,-1,1,0,0
2101,0,1,1,-1,1,1,0,0,-1,-1,0,-1,1,0,0
2102,0,1,1,-1,1,1,0,0,0,-1,0,-1,1,0,-1
2103,0,1,1,-1,0,1,1,0,0,-1,0,-1,1,0,-1
2104,0,1,1,-1,0,1,1,0,0,-1,-1,-1,1,0,0
2105,0,1,1,-1,0,1,1,0,0,-1,-1,-1,1,0,0
2106,1,1,1,-1,0,1,1,0,0,-1,-1,-1,0,0,0
2107,1,1,1,-1,0,1,1,0,0,-1,-1,-1,0,0,0
2108,1,1,1,-1,0,1,1,0,0,-1,-1,-1,0,0,0
2109,1,1,1,-1,0,1,1,0,0,-1,-1,-1,0,0,0
2110,1,1,1,-1,0,1,1,0,0,-1,-1,-1,0,0,0
2111,1,1,1,-1,0,1,1,0,0,-1,-1,-1,0,0,0
2112,1,1,1,-1,0,1,1,0,0,-1,-1,-1,0,0,0
2113,1,1,1,-1,0,1,1,0,0,-1,-1,-1,0,0,0
2114,1,1,1,-1,-1,1,1,0,0,0,-1,-1,0,0,0
2115,1,1,1,-1,-1,1,1,0,0,0,-1,-1,0,0,0
2116,1,1,1,-1,-1,1,1,0,0,0,-1,-1,0,0,0
2117,1,1,1,-1,-1,1,1,0,0,0,-1,-1,0,0,0
2118,1,1,1,-1,-1,1,1,0,0,0,-1,-1,0,0,0
2119,1,1,1,-1,-1,1,1,0,0,0,-1,-1,0,0,0
2120,1,1,1,-1,-1,1,1,0,0,0,-1,-1,0,0,0
2121,1,1,1,-1,-1,1,1,0,0,0,-1,-1,0,0,0
2122,1,1,1,-1,-1,1,1,0,0,0,-1,-1,0,0,0
2123,1,1,1,-1,-1,1,1,0,0,0,-1,-1,0,0,0
2124,1,1,1,-1,-1,0,1,0,0,0,-1,-1,0,1,0
2125,1,1,1,-1,-1,0,1,0,0,0,-1,-1,0,1,0
2126,1,1,1,-1,-1,0,0,0,-1,0,0,-1,0,1,1
2127,1,1,1,-1,-1,0,0,0,-1,0,0,-1,0,1,1
2128,1,1,1,-1,-1,0,0,0,-1,0,0,-1,0,1,1
2129,1,1,1,-1,-1,0,0,0,-1,0,0,-1,0,1,1
2130,1,1,1,-1,-1,0,0,0,-1,0,0,-1,0,1,1
2131,1,1,1,-1,-1,0,0,0,-1,0,0,-1,0,1,1
2132,1,1,1,-1,-1,0,0,0,-1,0,-1,0,0,1,1
2133,1,1,1,-1,-1,0,0,0,-1,0,-1,0,0,1,1
2134,1,1,1,-1,-1,0,0,0,-1,0,-1,0,0,1,1
2135,1,1,1,-1,-1,1,0,0,-1,0,-1,0,0,1,0
2136,1,1,1,-1,-1,1,0,0,-1,0,-1,0,0,1,0
2137,1,1,1,-1,-1,1,0,0,-1,0,-1,0,0,1,0
2138,1,1,1,-1,-1,1,0,0,-1,-1,0,0,0,1,0
2139,1,1,1,-1,-1,1,0,0,-1,-1,0,0,0,1,0
2140,1,1,1,-1,-1,1,0,0,-1,-1,0,0,0,1,0
2141,1,1,1,-1,-1,1,0,0,-1,-1,0,0,0,1,0
2142,1,1,1,-1,-1,1,0,0,-1,-1,0,0,0,1,0
2143,1,1,1,-1,-1,0,0,0,-1,-1,0,0,0,1,1
2144,1,1,1,-1,-1,0,0,0,-1,-1,0,0,0,1,1
2145,1,1,1,-1,-1,0,0,0,-1,-1,0,0,0,1,1
2146,1,1,1,-1,-1,0,0,0,-1,-1,0,0,0,1,1
2147,1,1,0,-1,-1,1,0,0,-1,-1,0,0,0,1,1
2148,1,1,0,-1,-1,1,0,0,-1,-1,0,0,0,1,1
2149,1,0,0,-1,-1,1,1,0,-1,-1,0,0,0,1,1
2150,1,0,0,-1,-1,1,1,0,-1,-1,0,0,0,1,1
2151,1,0,0,-1,-1,1,1,0,-1,-1,0,0,0,1,1
